"Informazioni cronologiche","A chi regaleresti un cesto natalizio?","(1) - Scegli un cesto tra:","(2) - Scegli un cesto tra:","(3) - Scegli un cesto tra:","(4) - Scegli un cesto tra:","(5) - Scegli un cesto tra:","(6) - Scegli un cesto tra:","(7) - Scegli un cesto tra:","(8) - Scegli un cesto tra:","Quanti anni hai?","Qual è la tua occupazione?","Genere","Provincia di residenza (es: TN):","Un'ultima domanda importantissima :)"
"2019/12/15 2:29:25 PM CET","Parente","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Panettone, Spumante, Salame, Torrone, Cioccolatini                            - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante, Salame,  Miele       - 20 euro","Panettone,  Passito                    - 13 euro","Pandoro, Spumante, Salame, Miele,       - 13 euro","27","Lavoratore","M","VI","Team Pandoro"
"2019/12/15 2:31:23 PM CET","Parente","Pandoro, Passito, Torrone, Grana                  - 13 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Pandoro, Spumante, Salame, Cioccolatini, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","27","Lavoratore","M","VI","Team Pandoro"
"2019/12/15 2:37:59 PM CET","Collega","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Panettone, Spumante, Cioccolatini, Torrone, Miele - 20 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Passito,  Salame, Torrone                          - 16 euro","Panettone,  Spumante,  Cioccolatini   - 16 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Panettone,  Spumante, Salame,   Grana - 10 euro","24","Studente","F","Vr","Team Panettone"
"2019/12/15 2:38:23 PM CET","Parente","Pandoro, Passito, Torrone, Grana                  - 13 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Pandoro, Spumante, Salame, Cioccolatini, Grana - 20 euro","Panettone,  Spumante, Torrone, Grana - 20 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Spumante, Salame, Miele,       - 13 euro","20","Studente","F","Trento","Team Pandoro"
"2019/12/15 2:38:38 PM CET","Parente","Pandoro, Passito, Torrone, Grana                  - 13 euro","Panettone, Spumante, Salame, Torrone, Cioccolatini                            - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Pandoro, Spumante, Salame, Cioccolatini, Grana - 20 euro","Panettone,  Spumante, Torrone, Grana - 20 euro","Panettone,  Spumante,  Cioccolatini   - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Spumante, Salame, Miele,       - 13 euro","20","Studente","F","Trento","Team Pandoro"
"2019/12/15 2:42:10 PM CET","Parente","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante, Salame,  Miele       - 20 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Panettone,  Spumante, Salame,   Grana - 10 euro","22","Studente","M","TN","Team Panettone"
"2019/12/15 2:48:53 PM CET","Famiglia del partner","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Panettone, Spumante, Salame, Torrone, Cioccolatini                            - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","24","Studente","M","TN","Team Panettone"
"2019/12/15 2:51:15 PM CET","Parente","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Panettone,  Spumante, Salame,   Grana - 10 euro","25","Studente","M","TN","Team Panettone"
"2019/12/15 2:57:59 PM CET","Amico","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","25","Altro","F","TN","Team Panettone"
"2019/12/15 3:03:03 PM CET","Parente","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","25","Lavoratore","M","TN","Team Pandoro"
"2019/12/15 3:03:25 PM CET","Parente","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Spumante, Torrone, Grana - 20 euro","Pandoro, Spumante, Salame,  Miele       - 20 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Spumante, Salame, Miele,       - 13 euro","25","Lavoratore","F","Dublino, Irlanda","Team Pandoro"
"2019/12/15 3:10:47 PM CET","Parente","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","26","Lavoratore","M","Tn","Team Panettone"
"2019/12/15 3:17:26 PM CET","Amico","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Passito,  Salame, Torrone                          - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","26","Studente","F","TN","Team Panettone"
"2019/12/15 3:20:18 PM CET","Amico","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Spumante, Torrone, Grana - 20 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","36","Lavoratore","F","","Team Pandoro"
"2019/12/15 3:24:19 PM CET","Famiglia del partner","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Panettone, Spumante, Salame, Torrone, Cioccolatini                            - 20 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Passito,  Salame, Torrone                          - 16 euro","Panettone,  Spumante,  Cioccolatini   - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Spumante, Salame, Miele,       - 13 euro","29","Lavoratore","Altro","VI","Team Panettone"
"2019/12/15 3:27:38 PM CET","Famiglia del partner","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Panettone,  Spumante,  Cioccolatini   - 16 euro","Panettone,  Passito                    - 13 euro","Panettone,  Spumante, Salame,   Grana - 10 euro","31","Lavoratore","M","","Team Panettone"
"2019/12/15 3:34:43 PM CET","Parente","Pandoro, Passito, Torrone, Grana                  - 13 euro","Panettone, Spumante, Salame, Torrone, Cioccolatini                            - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Passito,  Salame, Torrone                          - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Spumante, Salame, Miele,       - 13 euro","26","Lavoratore","F","Vi","Team Pandoro"
"2019/12/15 3:34:58 PM CET","Parente","Pandoro, Passito, Torrone, Grana                  - 13 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Pandoro, Spumante, Salame, Cioccolatini, Grana - 20 euro","Panettone,  Spumante, Torrone, Grana - 20 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Spumante, Salame, Miele,       - 13 euro","18","Studente","F","Mussolente ","Team Pandoro"
"2019/12/15 3:35:18 PM CET","Famiglia del partner","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante, Salame,  Miele       - 20 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Spumante, Salame, Miele,       - 13 euro","25","Lavoratore","F","Treviso","Team Panettone"
"2019/12/15 3:41:03 PM CET","Parente","Pandoro, Passito, Torrone, Grana                  - 13 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Pandoro, Spumante, Salame, Cioccolatini, Grana - 20 euro","Panettone,  Spumante, Torrone, Grana - 20 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","21","Studente","M","VI","Team Pandoro"
"2019/12/15 3:43:31 PM CET","Parente","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Spumante, Torrone, Grana - 20 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Panettone,  Spumante, Salame,   Grana - 10 euro","25","Studente","M","TN","Team Panettone"
"2019/12/15 3:44:04 PM CET","Amico","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Panettone,  Spumante,  Cioccolatini   - 16 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Panettone,  Spumante, Salame,   Grana - 10 euro","25","Altro","M","TN","Team Pandoro"
"2019/12/15 3:45:13 PM CET","Parente","Pandoro, Passito, Torrone, Grana                  - 13 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","26","Lavoratore","F","TN","Team Panettone"
"2019/12/15 3:53:49 PM CET","Parente","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Panettone,  Spumante,  Cioccolatini   - 16 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Panettone,  Spumante, Salame,   Grana - 10 euro","26","Lavoratore","M","BO","Team Panettone"
"2019/12/15 3:58:10 PM CET","Parente","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Passito,  Salame, Torrone                          - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Panettone,  Spumante, Salame,   Grana - 10 euro","23","Studente","F","VI","Team Pandoro"
"2019/12/15 3:59:21 PM CET","Amico","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","25","Studente","M","BO","Team Pandoro"
"2019/12/15 4:00:12 PM CET","Parente","Pandoro, Passito, Miele, Grana                - 10 euro","Panettone, Spumante, Salame, Torrone, Cioccolatini                            - 20 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Spumante, Torrone, Grana - 20 euro","Panettone,  Spumante,  Cioccolatini   - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Panettone,  Spumante, Salame,   Grana - 10 euro","23","Studente","F","MN ","Team Pandoro"
"2019/12/15 4:01:53 PM CET","Famiglia del partner","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Passito,  Salame, Torrone                          - 16 euro","Pandoro, Spumante, Salame,  Miele       - 20 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Panettone,  Spumante, Salame,   Grana - 10 euro","19","Studente","M","VE","Team Pandoro"
"2019/12/15 4:02:08 PM CET","Famiglia del partner","Pandoro, Passito, Torrone, Grana                  - 13 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Pandoro, Spumante, Salame, Cioccolatini, Grana - 20 euro","Panettone,  Passito,  Salame, Torrone                          - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","20","Studente","F","VI","Team Pandoro"
"2019/12/15 4:02:22 PM CET","Famiglia del partner","Pandoro, Passito, Torrone, Grana                  - 13 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Pandoro, Spumante, Salame, Cioccolatini, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Spumante, Salame, Miele,       - 13 euro","26","Disoccupato","F","FC","Team Pandoro"
"2019/12/15 4:03:04 PM CET","Famiglia del partner","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Panettone, Spumante, Cioccolatini, Torrone, Miele - 20 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Panettone,  Spumante,  Cioccolatini   - 16 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","24","Studente","Altro","PD","Team Panettone"
"2019/12/15 4:03:18 PM CET","Famiglia del partner","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Pandoro, Spumante, Salame, Cioccolatini, Grana - 20 euro","Panettone,  Spumante, Torrone, Grana - 20 euro","Pandoro, Spumante, Salame,  Miele       - 20 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Spumante, Salame, Miele,       - 13 euro","25","Lavoratore","F","Vi","Team Pandoro"
"2019/12/15 4:04:56 PM CET","Parente","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Pandoro, Spumante, Salame, Cioccolatini, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante, Salame,  Miele       - 20 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Panettone,  Spumante, Salame,   Grana - 10 euro","60","Altro","F","Vi","Team Panettone"
"2019/12/15 4:06:05 PM CET","Parente","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Pandoro, Spumante, Salame, Cioccolatini, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","28","Lavoratore","M","TN","Team Panettone"
"2019/12/15 4:07:10 PM CET","Parente","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante, Salame,  Miele       - 20 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Spumante, Salame, Miele,       - 13 euro","24","Lavoratore","M","VI","Team Pandoro"
"2019/12/15 4:07:21 PM CET","Collega","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Panettone,  Spumante, Salame,   Grana - 10 euro","27","Lavoratore","M","BO","Team Panettone"
"2019/12/15 4:08:17 PM CET","Parente","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Panettone, Spumante, Salame, Torrone, Cioccolatini                            - 20 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Passito,  Salame, Torrone                          - 16 euro","Pandoro, Spumante, Salame,  Miele       - 20 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Panettone,  Spumante, Salame,   Grana - 10 euro","23","Studente","F","Ud","Team Pandoro"
"2019/12/15 4:08:20 PM CET","Collega","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Panettone, Spumante, Salame, Torrone, Cioccolatini                            - 20 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito,  Salame, Torrone                          - 16 euro","Pandoro, Spumante, Salame,  Miele       - 20 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Panettone,  Spumante, Salame,   Grana - 10 euro","30","Lavoratore","M","Vi","Team Pandoro"
"2019/12/15 4:08:33 PM CET","Parente","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","25","Studente","F","BO","Team Pandoro"
"2019/12/15 4:10:08 PM CET","Collega","Pandoro, Passito, Torrone, Grana                  - 13 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito,  Salame, Torrone                          - 16 euro","Pandoro, Spumante, Salame,  Miele       - 20 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Panettone,  Spumante, Salame,   Grana - 10 euro","30","Lavoratore","M","VI","Team Panettone"
"2019/12/15 4:11:19 PM CET","Parente","Pandoro, Passito, Torrone, Grana                  - 13 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","25","Studente","M","TN","Team Pandoro"
"2019/12/15 4:12:16 PM CET","Parente","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Pandoro, Spumante, Salame, Cioccolatini, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante, Salame,  Miele       - 20 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","24","Studente","F","Tn ","Team Pandoro"
"2019/12/15 4:12:46 PM CET","Famiglia del partner","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Panettone, Spumante, Cioccolatini, Torrone, Miele - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","28","Studente","F","Sassari","Team Pandoro"
"2019/12/15 4:12:54 PM CET","Parente","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Pandoro, Spumante, Salame, Cioccolatini, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","21","Studente","F","FR","Team Pandoro"
"2019/12/15 4:13:42 PM CET","Parente","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Pandoro, Spumante, Salame, Cioccolatini, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante, Salame,  Miele       - 20 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","24","Studente","F","Tn ","Team Pandoro"
"2019/12/15 4:18:08 PM CET","Parente","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","24","Studente","M","BO","Team Panettone"
